ROLE,PROJECT_NAME,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_DURATION,ACTIVITY,MON,TUE,WED,THUR,FRI,SAT,SUN,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,ATTENDANCE_REGULARIZATION,FEEDBACK_SCORE,PROJECT_START_DATE_DAY,PROJECT_START_DATE_MONTH,PROJECT_START_DATE_YEAR,PROJECT_END_DATE_DAY,PROJECT_END_DATE_MONTH,PROJECT_END_DATE_YEAR,ALLOCATION_START_DAY,ALLOCATION_START_MONTH,ALLOCATION_START_YEAR,ALLOCATION_END_DAY,ALLOCATION_END_MONTH,ALLOCATION_END_YEAR,WEEK_START_DAY,WEEK_START_MONTH,WEEK_START_YEAR,WEEK_END_DAY,WEEK_END_MONTH,WEEK_END_YEAR,project_category
2,0,35,0,28,0,3.0,6.0,8.0,2.0,11.0,8.0,3.0,41.0,1.0,0,1.8333333333333333,2023,09,13,2023,10,18,18,06,2023,16,07,2023,2024,03,09,2024,03,16,0
1,2,35,0,28,1,6.0,9.0,9.0,1.0,10.0,3.0,10.0,48.0,8.0,0,3.1666666666666665,2023,08,11,2023,09,15,09,10,2023,06,11,2023,2023,05,22,2023,05,29,0
0,2,14,1,14,0,12.0,12.0,6.0,5.0,5.0,10.0,2.0,52.0,12.0,0,2.8333333333333335,2024,01,29,2024,02,12,17,01,2024,31,01,2024,2024,02,29,2024,03,07,1
3,1,14,1,42,1,4.0,9.0,5.0,7.0,10.0,1.0,4.0,40.0,0.0,0,3.5,2023,10,06,2023,10,20,01,03,2024,12,04,2024,2024,01,13,2024,01,20,1
0,2,21,0,35,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,2.8333333333333335,2024,04,14,2024,05,05,11,09,2023,16,10,2023,2024,02,10,2024,02,17,0
1,0,42,0,14,0,9.0,11.0,9.0,3.0,12.0,3.0,10.0,57.0,17.0,0,3.1666666666666665,2024,03,19,2024,04,30,09,09,2023,23,09,2023,2023,08,08,2023,08,15,0
3,2,28,0,28,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,3.1666666666666665,2023,10,30,2023,11,27,15,10,2023,12,11,2023,2024,02,10,2024,02,17,0
1,2,21,0,42,0,11.0,2.0,4.0,6.0,5.0,3.0,1.0,32.0,-8.0,1,3.0,2023,08,02,2023,08,23,20,06,2023,01,08,2023,2023,12,28,2024,01,04,0
0,2,21,0,28,1,6.0,10.0,7.0,1.0,3.0,6.0,3.0,36.0,-4.0,0,3.3333333333333335,2024,04,15,2024,05,06,29,01,2024,26,02,2024,2023,11,03,2023,11,10,0
1,0,28,0,28,1,1.0,12.0,6.0,7.0,3.0,8.0,4.0,41.0,1.0,0,3.6666666666666665,2023,07,23,2023,08,20,09,10,2023,06,11,2023,2023,12,02,2023,12,09,0
3,0,28,0,42,1,11.0,5.0,10.0,8.0,1.0,5.0,10.0,50.0,10.0,0,3.6666666666666665,2023,07,07,2023,08,04,23,03,2024,04,05,2024,2023,05,10,2023,05,17,0
2,1,14,1,42,1,10.0,10.0,12.0,4.0,7.0,11.0,1.0,55.0,15.0,0,3.3333333333333335,2023,06,11,2023,06,25,07,09,2023,19,10,2023,2024,03,29,2024,04,05,1
2,2,28,0,35,2,2.0,4.0,4.0,7.0,12.0,2.0,7.0,38.0,-2.0,0,1.5,2023,05,08,2023,06,05,09,12,2023,13,01,2024,2024,01,06,2024,01,13,0
1,0,14,1,35,2,5.0,1.0,7.0,10.0,11.0,11.0,8.0,53.0,13.0,0,3.1666666666666665,2023,06,12,2023,06,26,08,07,2023,12,08,2023,2024,02,28,2024,03,06,1
0,2,14,1,14,0,10.0,12.0,4.0,7.0,6.0,8.0,8.0,55.0,15.0,0,3.0,2023,04,09,2023,04,23,14,08,2023,28,08,2023,2023,07,18,2023,07,25,1
2,0,35,0,21,1,4.0,12.0,7.0,11.0,10.0,6.0,6.0,56.0,16.0,0,3.0,2024,03,18,2024,04,22,18,09,2023,09,10,2023,2024,02,10,2024,02,17,0
2,2,21,0,42,2,7.0,11.0,8.0,9.0,8.0,7.0,1.0,51.0,11.0,0,1.8333333333333333,2023,12,16,2024,01,06,06,03,2024,17,04,2024,2024,01,17,2024,01,24,0
0,2,28,0,14,2,10.0,3.0,2.0,2.0,1.0,9.0,6.0,33.0,-7.0,1,3.0,2023,08,17,2023,09,14,14,08,2023,28,08,2023,2023,09,12,2023,09,19,0
2,2,42,0,42,2,7.0,7.0,10.0,10.0,1.0,11.0,5.0,51.0,11.0,0,3.5,2023,07,29,2023,09,09,01,06,2023,13,07,2023,2023,12,13,2023,12,20,0
2,0,28,0,14,1,5.0,3.0,2.0,8.0,8.0,9.0,1.0,36.0,-4.0,0,3.5,2024,01,30,2024,02,27,06,04,2024,20,04,2024,2023,09,14,2023,09,21,0
0,0,35,0,21,0,4.0,8.0,3.0,5.0,6.0,6.0,6.0,38.0,-2.0,0,2.1666666666666665,2023,05,03,2023,06,07,26,06,2023,17,07,2023,2024,01,31,2024,02,07,0
0,0,14,1,21,1,11.0,9.0,1.0,12.0,10.0,3.0,10.0,56.0,16.0,0,3.1666666666666665,2023,12,07,2023,12,21,30,11,2023,21,12,2023,2023,07,19,2023,07,26,1
1,2,21,0,28,1,6.0,9.0,9.0,1.0,10.0,3.0,10.0,48.0,8.0,0,3.1666666666666665,2024,01,28,2024,02,18,09,10,2023,06,11,2023,2023,05,22,2023,05,29,0
0,0,35,0,35,1,3.0,2.0,6.0,3.0,2.0,6.0,6.0,28.0,-12.0,1,3.3333333333333335,2023,09,13,2023,10,18,01,07,2023,05,08,2023,2023,08,02,2023,08,09,0
3,2,35,0,42,2,1.0,11.0,4.0,5.0,4.0,2.0,1.0,28.0,-12.0,1,2.6666666666666665,2024,03,19,2024,04,23,23,03,2024,04,05,2024,2023,04,29,2023,05,06,0
2,0,28,0,42,0,8.0,3.0,5.0,10.0,9.0,12.0,6.0,53.0,13.0,0,3.5,2023,07,21,2023,08,18,01,06,2023,13,07,2023,2024,01,20,2024,01,27,0
1,2,28,0,14,1,8.0,2.0,8.0,3.0,10.0,7.0,9.0,47.0,7.0,0,2.1666666666666665,2023,06,29,2023,07,27,20,05,2023,03,06,2023,2023,06,16,2023,06,23,0
0,2,21,0,14,0,12.0,12.0,6.0,5.0,5.0,10.0,2.0,52.0,12.0,0,2.8333333333333335,2023,12,04,2023,12,25,17,01,2024,31,01,2024,2024,02,29,2024,03,07,0
1,0,28,0,28,1,4.0,9.0,8.0,4.0,4.0,4.0,6.0,39.0,-1.0,0,3.6666666666666665,2023,07,23,2023,08,20,09,10,2023,06,11,2023,2024,01,08,2024,01,15,0
0,2,35,0,21,2,1.0,11.0,4.0,5.0,4.0,2.0,1.0,28.0,-12.0,1,2.1666666666666665,2024,03,19,2024,04,23,26,06,2023,17,07,2023,2023,04,29,2023,05,06,0
2,2,35,0,42,0,2.0,8.0,11.0,8.0,3.0,2.0,2.0,36.0,-4.0,0,2.1666666666666665,2023,06,08,2023,07,13,28,08,2023,09,10,2023,2023,07,03,2023,07,10,0
0,0,42,0,35,1,2.0,2.0,3.0,10.0,1.0,2.0,5.0,25.0,-15.0,1,3.6666666666666665,2024,01,06,2024,02,17,27,05,2023,01,07,2023,2023,10,10,2023,10,17,0
0,2,35,0,21,2,6.0,6.0,1.0,3.0,2.0,2.0,11.0,31.0,-9.0,1,3.1666666666666665,2023,06,25,2023,07,30,30,11,2023,21,12,2023,2023,12,18,2023,12,25,0
0,2,21,0,42,1,12.0,6.0,12.0,7.0,4.0,1.0,1.0,43.0,3.0,0,3.3333333333333335,2023,11,07,2023,11,28,04,08,2023,15,09,2023,2023,07,02,2023,07,09,0
2,0,14,1,14,2,11.0,3.0,8.0,9.0,2.0,1.0,1.0,35.0,-5.0,0,3.1666666666666665,2023,09,05,2023,09,19,09,10,2023,23,10,2023,2023,08,05,2023,08,12,1
1,0,35,0,14,0,12.0,12.0,6.0,5.0,5.0,10.0,2.0,52.0,12.0,0,3.1666666666666665,2023,04,10,2023,05,15,09,09,2023,23,09,2023,2024,02,29,2024,03,07,0
1,2,21,0,35,1,3.0,3.0,9.0,6.0,7.0,10.0,5.0,43.0,3.0,0,2.5,2024,01,15,2024,02,05,21,10,2023,25,11,2023,2023,06,17,2023,06,24,0
2,0,14,1,21,2,8.0,1.0,7.0,12.0,5.0,5.0,2.0,40.0,0.0,0,3.3333333333333335,2023,05,16,2023,05,30,05,09,2023,26,09,2023,2023,11,27,2023,12,04,1
2,0,35,0,21,2,3.0,7.0,11.0,9.0,1.0,10.0,8.0,49.0,9.0,0,3.5,2023,05,03,2023,06,07,11,08,2023,01,09,2023,2023,04,25,2023,05,02,0
2,0,21,0,42,1,8.0,11.0,4.0,5.0,8.0,10.0,12.0,58.0,18.0,0,1.8333333333333333,2023,10,05,2023,10,26,06,03,2024,17,04,2024,2024,02,23,2024,03,01,0
1,2,35,0,28,1,5.0,5.0,3.0,10.0,3.0,4.0,3.0,33.0,-7.0,1,2.5,2023,08,19,2023,09,23,26,10,2023,23,11,2023,2024,01,11,2024,01,18,0
3,2,42,0,35,2,6.0,6.0,9.0,12.0,12.0,4.0,1.0,50.0,10.0,0,2.6666666666666665,2023,07,29,2023,09,09,15,06,2023,20,07,2023,2023,09,14,2023,09,21,0
2,2,14,1,21,0,2.0,8.0,11.0,8.0,3.0,2.0,2.0,36.0,-4.0,0,2.5,2023,08,17,2023,08,31,19,02,2024,11,03,2024,2023,07,03,2023,07,10,1
0,2,21,0,42,1,7.0,7.0,12.0,10.0,2.0,8.0,8.0,54.0,14.0,0,3.1666666666666665,2024,01,15,2024,02,05,07,06,2023,19,07,2023,2024,01,08,2024,01,15,0
2,2,28,0,21,0,5.0,9.0,11.0,10.0,7.0,5.0,4.0,51.0,11.0,0,3.5,2023,06,04,2023,07,02,11,08,2023,01,09,2023,2023,12,29,2024,01,05,0
1,0,35,0,28,1,1.0,3.0,8.0,11.0,5.0,3.0,11.0,42.0,2.0,0,3.1666666666666665,2023,05,08,2023,06,12,09,10,2023,06,11,2023,2023,11,14,2023,11,21,0
0,0,35,0,35,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,3.0,2023,12,16,2024,01,20,11,09,2023,16,10,2023,2024,02,10,2024,02,17,0
0,2,35,0,21,2,3.0,5.0,12.0,2.0,5.0,1.0,4.0,32.0,-8.0,1,2.8333333333333335,2023,05,02,2023,06,06,30,11,2023,21,12,2023,2023,05,31,2023,06,07,0
0,0,35,0,35,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,2.8333333333333335,2023,12,16,2024,01,20,11,09,2023,16,10,2023,2024,02,10,2024,02,17,0
0,2,21,0,35,0,10.0,2.0,5.0,5.0,11.0,7.0,3.0,43.0,3.0,0,3.3333333333333335,2023,07,01,2023,07,22,23,01,2024,27,02,2024,2023,06,19,2023,06,26,0
1,2,21,0,28,1,11.0,12.0,3.0,12.0,9.0,5.0,4.0,56.0,16.0,0,2.5,2024,01,28,2024,02,18,09,10,2023,06,11,2023,2024,02,24,2024,03,02,0
0,0,42,0,35,2,12.0,6.0,12.0,2.0,10.0,3.0,9.0,54.0,14.0,0,3.0,2023,11,17,2023,12,29,09,04,2023,14,05,2023,2024,03,04,2024,03,11,0
0,0,42,0,14,0,10.0,3.0,9.0,5.0,9.0,5.0,8.0,49.0,9.0,0,2.8333333333333335,2024,03,19,2024,04,30,17,01,2024,31,01,2024,2024,03,31,2024,04,07,0
1,0,42,0,14,0,5.0,5.0,8.0,9.0,10.0,9.0,6.0,52.0,12.0,0,3.1666666666666665,2024,03,19,2024,04,30,09,09,2023,23,09,2023,2024,02,27,2024,03,05,0
2,2,14,1,14,2,11.0,1.0,5.0,7.0,11.0,4.0,5.0,44.0,4.0,0,3.5,2023,06,20,2023,07,04,06,04,2024,20,04,2024,2023,06,05,2023,06,12,1
3,0,35,0,28,2,1.0,10.0,9.0,6.0,4.0,7.0,8.0,45.0,5.0,0,3.5,2023,12,16,2024,01,20,15,10,2023,12,11,2023,2024,01,10,2024,01,17,0
2,2,21,0,35,2,7.0,2.0,8.0,3.0,12.0,6.0,6.0,44.0,4.0,0,1.3333333333333333,2024,01,28,2024,02,18,03,04,2024,08,05,2024,2024,01,11,2024,01,18,0
2,0,14,1,14,0,9.0,10.0,10.0,4.0,4.0,10.0,12.0,59.0,19.0,0,3.5,2023,08,17,2023,08,31,11,12,2023,25,12,2023,2024,01,20,2024,01,27,1
0,2,21,0,35,1,3.0,2.0,6.0,3.0,2.0,6.0,6.0,28.0,-12.0,1,3.3333333333333335,2023,10,06,2023,10,27,01,07,2023,05,08,2023,2023,08,02,2023,08,09,0
2,2,14,1,42,1,10.0,10.0,12.0,4.0,7.0,11.0,1.0,55.0,15.0,0,3.0,2023,04,22,2023,05,06,07,09,2023,19,10,2023,2024,03,29,2024,04,05,1
0,2,21,0,35,0,3.0,1.0,1.0,1.0,12.0,8.0,5.0,31.0,-9.0,1,2.8333333333333335,2024,04,14,2024,05,05,11,09,2023,16,10,2023,2024,01,19,2024,01,26,0
1,2,35,0,21,2,10.0,1.0,8.0,5.0,3.0,4.0,3.0,34.0,-6.0,1,3.3333333333333335,2023,08,17,2023,09,21,22,08,2023,12,09,2023,2023,07,04,2023,07,11,0
2,0,35,0,21,2,9.0,2.0,2.0,2.0,8.0,1.0,6.0,30.0,-10.0,1,2.5,2024,03,26,2024,04,30,01,10,2023,22,10,2023,2024,02,20,2024,02,27,0
3,2,35,0,42,0,7.0,8.0,7.0,2.0,3.0,3.0,5.0,35.0,-5.0,0,2.6666666666666665,2024,03,19,2024,04,23,23,03,2024,04,05,2024,2023,08,17,2023,08,24,0
0,2,21,0,35,0,10.0,2.0,5.0,5.0,11.0,7.0,3.0,43.0,3.0,0,3.8333333333333335,2023,07,01,2023,07,22,23,01,2024,27,02,2024,2023,06,19,2023,06,26,0
1,0,35,0,28,1,4.0,9.0,8.0,4.0,4.0,4.0,6.0,39.0,-1.0,0,3.1666666666666665,2023,05,08,2023,06,12,09,10,2023,06,11,2023,2024,01,08,2024,01,15,0
3,2,14,1,28,2,12.0,8.0,8.0,11.0,6.0,11.0,2.0,58.0,18.0,0,3.3333333333333335,2023,07,07,2023,07,21,14,01,2024,11,02,2024,2024,02,24,2024,03,02,1
2,2,42,0,35,2,12.0,8.0,12.0,3.0,4.0,2.0,9.0,50.0,10.0,0,3.0,2023,12,20,2024,01,31,26,08,2023,30,09,2023,2023,04,18,2023,04,25,0
2,2,35,0,28,1,6.0,11.0,5.0,11.0,2.0,9.0,8.0,52.0,12.0,0,4.0,2023,06,08,2023,07,13,13,07,2023,10,08,2023,2023,11,17,2023,11,24,0
2,2,28,0,21,2,3.0,7.0,11.0,9.0,1.0,10.0,8.0,49.0,9.0,0,3.1666666666666665,2023,06,04,2023,07,02,11,08,2023,01,09,2023,2023,04,25,2023,05,02,0
3,0,28,0,42,2,1.0,11.0,4.0,5.0,4.0,2.0,1.0,28.0,-12.0,1,3.0,2023,07,07,2023,08,04,23,03,2024,04,05,2024,2023,04,29,2023,05,06,0
2,0,21,0,42,2,2.0,12.0,3.0,1.0,2.0,3.0,3.0,26.0,-14.0,1,2.5,2023,07,12,2023,08,02,01,06,2023,13,07,2023,2024,01,17,2024,01,24,0
1,2,21,0,28,1,6.0,9.0,9.0,1.0,10.0,3.0,10.0,48.0,8.0,0,3.6666666666666665,2024,01,28,2024,02,18,09,10,2023,06,11,2023,2023,05,22,2023,05,29,0
2,2,28,0,21,1,11.0,5.0,10.0,8.0,1.0,5.0,10.0,50.0,10.0,0,3.1666666666666665,2023,06,04,2023,07,02,11,08,2023,01,09,2023,2023,05,10,2023,05,17,0
2,1,35,0,35,2,10.0,12.0,10.0,7.0,9.0,1.0,6.0,55.0,15.0,0,3.0,2023,04,13,2023,05,18,26,08,2023,30,09,2023,2023,07,11,2023,07,18,0
2,2,35,0,21,0,9.0,8.0,4.0,2.0,4.0,1.0,9.0,37.0,-3.0,0,3.0,2023,06,03,2023,07,08,12,06,2023,03,07,2023,2023,12,30,2024,01,06,0
2,0,35,0,21,2,2.0,12.0,11.0,10.0,10.0,2.0,1.0,48.0,8.0,0,3.0,2024,03,18,2024,04,22,18,09,2023,09,10,2023,2023,09,21,2023,09,28,0
0,0,28,0,21,2,1.0,11.0,4.0,5.0,4.0,2.0,1.0,28.0,-12.0,1,2.1666666666666665,2023,07,07,2023,08,04,26,06,2023,17,07,2023,2023,04,29,2023,05,06,0
2,2,14,1,42,0,9.0,7.0,2.0,4.0,1.0,8.0,2.0,33.0,-7.0,1,3.3333333333333335,2023,04,21,2023,05,05,07,09,2023,19,10,2023,2023,12,18,2023,12,25,1
2,2,28,0,42,1,11.0,9.0,10.0,9.0,2.0,2.0,3.0,46.0,6.0,0,2.0,2024,03,06,2024,04,03,28,04,2023,09,06,2023,2023,07,16,2023,07,23,0
2,2,35,0,14,0,8.0,7.0,8.0,5.0,10.0,1.0,10.0,49.0,9.0,0,3.3333333333333335,2023,06,28,2023,08,02,21,05,2023,04,06,2023,2023,06,20,2023,06,27,0
2,2,35,0,42,1,3.0,2.0,10.0,2.0,6.0,4.0,2.0,29.0,-11.0,1,2.5,2023,06,08,2023,07,13,28,08,2023,09,10,2023,2024,01,31,2024,02,07,0
2,0,14,1,14,2,3.0,5.0,12.0,2.0,5.0,1.0,4.0,32.0,-8.0,1,2.8333333333333335,2023,12,07,2023,12,21,05,03,2024,19,03,2024,2023,05,31,2023,06,07,1
2,2,14,1,14,2,1.0,3.0,11.0,6.0,6.0,11.0,7.0,45.0,5.0,0,3.5,2023,12,26,2024,01,09,11,12,2023,25,12,2023,2023,04,27,2023,05,04,1
0,2,14,1,28,0,9.0,7.0,2.0,4.0,1.0,8.0,2.0,33.0,-7.0,1,2.3333333333333335,2023,12,16,2023,12,30,17,12,2023,14,01,2024,2023,12,18,2023,12,25,1
0,0,28,0,21,0,5.0,9.0,11.0,10.0,7.0,5.0,4.0,51.0,11.0,0,3.6666666666666665,2023,07,07,2023,08,04,26,06,2023,17,07,2023,2023,12,29,2024,01,05,0
1,2,21,0,28,2,7.0,2.0,8.0,3.0,12.0,6.0,6.0,44.0,4.0,0,3.6666666666666665,2024,01,28,2024,02,18,09,10,2023,06,11,2023,2024,01,11,2024,01,18,0
3,2,42,0,42,0,1.0,11.0,3.0,5.0,10.0,1.0,3.0,34.0,-6.0,1,4.166666666666667,2023,06,19,2023,07,31,14,03,2024,25,04,2024,2023,10,29,2023,11,05,0
2,2,14,1,14,2,6.0,6.0,1.0,3.0,2.0,2.0,11.0,31.0,-9.0,1,2.8333333333333335,2023,05,19,2023,06,02,05,03,2024,19,03,2024,2023,12,18,2023,12,25,1
2,2,28,0,35,2,11.0,1.0,5.0,7.0,11.0,4.0,5.0,44.0,4.0,0,3.3333333333333335,2023,11,02,2023,11,30,12,03,2024,16,04,2024,2023,06,05,2023,06,12,0
3,2,35,0,42,0,7.0,8.0,7.0,2.0,3.0,3.0,5.0,35.0,-5.0,0,3.0,2024,03,19,2024,04,23,23,03,2024,04,05,2024,2023,08,17,2023,08,24,0
0,2,14,1,28,1,8.0,12.0,7.0,8.0,10.0,1.0,4.0,50.0,10.0,0,2.5,2024,01,27,2024,02,10,27,02,2024,26,03,2024,2024,01,25,2024,02,01,1
2,0,28,0,35,1,5.0,3.0,2.0,8.0,8.0,9.0,1.0,36.0,-4.0,0,2.8333333333333335,2024,01,30,2024,02,27,12,03,2024,16,04,2024,2023,09,14,2023,09,21,0
3,2,28,0,28,0,3.0,1.0,1.0,1.0,12.0,8.0,5.0,31.0,-9.0,1,3.1666666666666665,2023,10,30,2023,11,27,15,10,2023,12,11,2023,2024,01,19,2024,01,26,0
0,2,28,0,21,1,8.0,2.0,8.0,3.0,10.0,7.0,9.0,47.0,7.0,0,2.8333333333333335,2023,06,29,2023,07,27,06,12,2023,27,12,2023,2023,06,16,2023,06,23,0
3,2,21,0,28,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,3.5,2024,04,14,2024,05,05,15,10,2023,12,11,2023,2024,02,10,2024,02,17,0
3,0,35,0,28,1,9.0,5.0,4.0,3.0,5.0,4.0,1.0,31.0,-9.0,1,3.3333333333333335,2023,12,16,2024,01,20,15,10,2023,12,11,2023,2024,02,10,2024,02,17,0
3,2,28,0,42,2,3.0,7.0,11.0,9.0,1.0,10.0,8.0,49.0,9.0,0,3.0,2023,06,04,2023,07,02,23,03,2024,04,05,2024,2023,04,25,2023,05,02,0
2,0,35,0,35,1,1.0,12.0,6.0,7.0,3.0,8.0,4.0,41.0,1.0,0,1.3333333333333333,2023,05,08,2023,06,12,03,04,2024,08,05,2024,2023,12,02,2023,12,09,0
0,2,35,0,21,0,9.0,12.0,6.0,9.0,7.0,2.0,6.0,51.0,11.0,0,2.1666666666666665,2024,03,19,2024,04,23,26,06,2023,17,07,2023,2023,09,14,2023,09,21,0
2,0,21,0,42,2,3.0,3.0,3.0,10.0,9.0,3.0,8.0,39.0,-1.0,0,3.5,2024,01,24,2024,02,14,01,06,2023,13,07,2023,2023,09,03,2023,09,10,0
0,2,28,0,21,1,11.0,9.0,10.0,9.0,2.0,2.0,3.0,46.0,6.0,0,3.3333333333333335,2024,03,06,2024,04,03,21,02,2024,13,03,2024,2023,07,16,2023,07,23,0
0,2,21,0,35,1,4.0,6.0,12.0,12.0,4.0,1.0,4.0,43.0,3.0,0,3.3333333333333335,2023,10,06,2023,10,27,01,07,2023,05,08,2023,2023,05,26,2023,06,02,0
0,1,28,0,42,2,9.0,9.0,7.0,12.0,12.0,7.0,12.0,68.0,28.0,0,3.6666666666666665,2023,09,16,2023,10,14,03,03,2024,14,04,2024,2023,08,08,2023,08,15,0
0,2,14,1,42,1,3.0,3.0,9.0,6.0,7.0,10.0,5.0,43.0,3.0,0,3.1666666666666665,2023,09,11,2023,09,25,07,06,2023,19,07,2023,2023,06,17,2023,06,24,1
1,0,28,0,28,1,6.0,9.0,9.0,1.0,10.0,3.0,10.0,48.0,8.0,0,3.6666666666666665,2023,07,23,2023,08,20,09,10,2023,06,11,2023,2023,05,22,2023,05,29,0
2,0,28,0,35,2,6.0,6.0,9.0,1.0,6.0,2.0,8.0,38.0,-2.0,0,1.5,2023,12,01,2023,12,29,09,12,2023,13,01,2024,2023,10,10,2023,10,17,0
0,1,14,1,14,2,7.0,12.0,3.0,10.0,1.0,9.0,1.0,43.0,3.0,0,2.8333333333333335,2023,11,18,2023,12,02,01,04,2024,15,04,2024,2023,06,14,2023,06,21,1
2,0,28,0,21,0,4.0,8.0,3.0,5.0,6.0,6.0,6.0,38.0,-2.0,0,3.5,2023,07,07,2023,08,04,11,08,2023,01,09,2023,2024,01,31,2024,02,07,0
2,2,35,0,14,2,6.0,6.0,1.0,3.0,2.0,2.0,11.0,31.0,-9.0,1,2.8333333333333335,2023,05,02,2023,06,06,05,03,2024,19,03,2024,2023,12,18,2023,12,25,0
3,0,28,0,42,1,11.0,5.0,10.0,8.0,1.0,5.0,10.0,50.0,10.0,0,3.0,2023,07,07,2023,08,04,23,03,2024,04,05,2024,2023,05,10,2023,05,17,0
0,2,28,0,21,0,9.0,12.0,6.0,9.0,7.0,2.0,6.0,51.0,11.0,0,3.6666666666666665,2023,06,04,2023,07,02,26,06,2023,17,07,2023,2023,09,14,2023,09,21,0
3,2,35,0,42,1,11.0,5.0,10.0,8.0,1.0,5.0,10.0,50.0,10.0,0,3.6666666666666665,2024,03,19,2024,04,23,23,03,2024,04,05,2024,2023,05,10,2023,05,17,0
1,2,35,0,28,0,4.0,1.0,1.0,8.0,12.0,11.0,10.0,47.0,7.0,0,2.5,2024,04,11,2024,05,16,26,10,2023,23,11,2023,2024,02,03,2024,02,10,0
2,0,35,0,21,0,9.0,12.0,6.0,9.0,7.0,2.0,6.0,51.0,11.0,0,3.5,2023,05,03,2023,06,07,11,08,2023,01,09,2023,2023,09,14,2023,09,21,0
2,2,14,1,14,2,3.0,5.0,12.0,2.0,5.0,1.0,4.0,32.0,-8.0,1,2.8333333333333335,2023,05,19,2023,06,02,05,03,2024,19,03,2024,2023,05,31,2023,06,07,1
1,2,35,0,28,1,10.0,5.0,7.0,5.0,1.0,10.0,10.0,48.0,8.0,0,2.5,2023,08,11,2023,09,15,09,10,2023,06,11,2023,2024,01,17,2024,01,24,0
1,2,21,0,14,1,8.0,3.0,6.0,7.0,2.0,5.0,9.0,40.0,0.0,0,3.1666666666666665,2023,12,04,2023,12,25,09,09,2023,23,09,2023,2023,10,30,2023,11,06,0
1,0,28,0,28,1,6.0,9.0,9.0,1.0,10.0,3.0,10.0,48.0,8.0,0,3.6666666666666665,2023,07,23,2023,08,20,09,10,2023,06,11,2023,2023,05,22,2023,05,29,0
3,0,35,0,42,1,5.0,9.0,6.0,8.0,5.0,5.0,4.0,42.0,2.0,0,3.6666666666666665,2023,05,03,2023,06,07,23,03,2024,04,05,2024,2023,05,19,2023,05,26,0
1,2,35,0,28,1,1.0,12.0,6.0,7.0,3.0,8.0,4.0,41.0,1.0,0,3.6666666666666665,2023,08,11,2023,09,15,09,10,2023,06,11,2023,2023,12,02,2023,12,09,0
1,0,35,0,28,1,11.0,12.0,3.0,12.0,9.0,5.0,4.0,56.0,16.0,0,3.1666666666666665,2023,05,08,2023,06,12,09,10,2023,06,11,2023,2024,02,24,2024,03,02,0
2,2,28,0,14,0,8.0,7.0,8.0,5.0,10.0,1.0,10.0,49.0,9.0,0,3.3333333333333335,2023,12,04,2024,01,01,21,05,2023,04,06,2023,2023,06,20,2023,06,27,0
2,2,35,0,21,1,3.0,2.0,10.0,2.0,6.0,4.0,2.0,29.0,-11.0,1,2.5,2023,06,08,2023,07,13,19,02,2024,11,03,2024,2024,01,31,2024,02,07,0
2,2,28,0,21,2,10.0,1.0,8.0,5.0,3.0,4.0,3.0,34.0,-6.0,1,2.8333333333333335,2024,04,05,2024,05,03,18,02,2024,10,03,2024,2023,07,04,2023,07,11,0
0,2,28,0,21,2,1.0,11.0,4.0,5.0,4.0,2.0,1.0,28.0,-12.0,1,2.1666666666666665,2023,06,04,2023,07,02,26,06,2023,17,07,2023,2023,04,29,2023,05,06,0
1,2,35,0,28,1,5.0,5.0,3.0,10.0,3.0,4.0,3.0,33.0,-7.0,1,2.5,2023,08,19,2023,09,23,26,10,2023,23,11,2023,2024,01,11,2024,01,18,0
2,2,14,1,42,1,10.0,10.0,12.0,4.0,7.0,11.0,1.0,55.0,15.0,0,3.3333333333333335,2023,12,16,2023,12,30,07,09,2023,19,10,2023,2024,03,29,2024,04,05,1
2,2,14,1,35,0,11.0,11.0,8.0,11.0,1.0,1.0,10.0,53.0,13.0,0,1.5,2024,02,14,2024,02,28,09,12,2023,13,01,2024,2023,07,20,2023,07,27,1
2,0,21,0,42,2,6.0,6.0,9.0,12.0,12.0,4.0,1.0,50.0,10.0,0,3.5,2023,07,12,2023,08,02,01,06,2023,13,07,2023,2023,09,14,2023,09,21,0
1,0,35,0,28,1,1.0,3.0,8.0,11.0,5.0,3.0,11.0,42.0,2.0,0,2.5,2023,05,08,2023,06,12,09,10,2023,06,11,2023,2023,11,14,2023,11,21,0
2,2,42,0,42,0,2.0,8.0,11.0,8.0,3.0,2.0,2.0,36.0,-4.0,0,2.1666666666666665,2023,12,07,2024,01,18,28,08,2023,09,10,2023,2023,07,03,2023,07,10,0
0,0,28,0,21,2,5.0,12.0,3.0,8.0,1.0,4.0,6.0,39.0,-1.0,0,2.1666666666666665,2023,07,07,2023,08,04,26,06,2023,17,07,2023,2024,01,27,2024,02,03,0
